22.624325,31.732536,0.84181786,-8.960544
-29.396683,5.88848,4.0690084,-8.027651
47.754974,-22.629553,-7.659087,-4.726351
13.265907,-3.0488133,2.76315,-8.565337
36.237015,49.53471,-1.4845663,-8.876715
31.690788,34.80518,2.875747,-8.5281925
19.9942,2.6284158,8.523586,-2.8893747
4.6815453,-41.889008,-7.961799,-4.1963983
-20.282814,48.85438,-8.935029,1.079472
-46.96057,-11.899549,-8.0178585,4.08827
0.5129218,21.597248,-7.1821136,-5.423766
40.709793,29.476559,-7.341173,-5.206455
-35.317497,-27.868526,-8.962152,-0.82451606
11.983031,-1.2031943,-8.769194,2.025154
32.542316,23.539751,7.5489078,-4.900408
12.486612,-28.15932,6.340421,6.387413
-41.34201,33.85791,-8.853601,-1.6167104
32.681442,-28.081232,6.1309905,-6.5886984
15.220523,21.972597,0.8210766,-8.962468
22.909403,21.845066,-8.734373,2.170421
-31.08762,-2.319014,-3.9785306,-8.072874
17.103666,-3.1602263,7.341725,5.205677
29.363037,26.450598,3.429659,-8.320904
2.2785306,16.339285,-6.0243587,-6.6863375
32.061005,-27.748209,-5.732936,-6.9378276
12.462276,19.304502,-5.026601,7.465472
-27.865797,42.870766,-8.790504,1.9305545
17.850548,-40.602196,-6.144927,-6.5757036
10.987025,45.30428,-3.5614948,-8.265334
17.761152,6.986177,-8.728659,-2.1932902
-49.49178,-13.906097,1.3012551,-8.905433
-21.835274,20.497591,5.9204226,6.778539
-11.2863035,2.2740126,-7.990563,-4.141364
3.1579077,-44.29916,-7.9161835,-4.281825
34.641544,11.315786,-8.999366,-0.10688938
-9.812385,43.33926,-8.970405,-0.72927165
11.5408535,33.05679,-3.0476751,-8.468275
-32.723236,-31.546724,-2.4443393,-8.661709
49.71148,6.8689466,-7.344218,-5.20216
34.256012,6.8085966,-3.6603177,-8.222049
47.01273,-42.22908,-3.3344958,-8.359494
31.365269,14.252132,-5.9672894,-6.737318
17.248917,49.454647,-4.926148,-7.532136
-3.42969,-1.6925901,-5.5651374,-7.073136
-26.97593,-34.916733,-6.4079876,-6.3196273
-48.015068,-11.116213,1.0780563,-8.9352
41.362923,-47.0423,-6.739503,5.9648213
49.357178,-48.31301,-1.8036247,-8.817422
46.716774,8.779251,0.46859905,-8.987793
-7.9574733,47.4933,4.6877956,7.682745
-24.482548,-36.773525,2.2445781,-8.7156105
38.2892,4.465723,1.322199,-8.902348
-14.761654,49.17471,-8.9703865,-0.72949857
-37.88139,-30.508923,-7.492246,-4.986608
-23.833557,-18.963686,-8.97981,0.60251105
-36.694,11.250377,-8.066259,-3.9919224
-15.897221,-47.668873,-8.832009,1.7307842
21.087234,39.2139,-1.7615654,-8.825921
-23.516693,-2.5987387,-8.734755,2.1688838
-0.8415431,13.782358,-6.7379475,-5.966579
-25.546825,49.542065,-1.649582,-8.847535
48.34268,46.179123,-8.993664,0.33763936
-40.87243,-30.908766,-6.5877438,-6.1320176
23.279697,-39.807613,5.776305,-6.9017606
7.2974625,-25.8366,5.6037693,7.042568
-5.26287,40.713467,1.6243252,-8.852206
-15.951729,27.813541,-8.576178,-2.7293198
49.900593,10.89322,-8.84009,-1.6890303
49.065094,37.3164,-2.9251838,-8.511363
-49.80024,5.7465434,-1.8484542,-8.808133
36.616783,-17.497107,1.4154518,-8.887997
32.96365,4.120225,-3.2517853,-8.392014
13.418531,5.32341,-5.90997,-6.7876544
30.06302,-3.9868534,3.4560957,-8.309958
-30.774773,-34.973824,-1.445835,-8.883105
3.489685,0.996995,0.77888787,-8.966232
-39.87925,-6.1338277,-8.866988,1.5415975
6.2379894,20.218796,-1.3250263,-8.901927
6.9441557,-4.204318,3.2541628,-8.391092
